Symbol,Last,Bars,Close,High,Low,RSI14,MA10,MA20,MA50,ATR14_pct,TrendScore,MomentumScore,ExplosivenessScore,BreakoutScore,VolumeScore,VolatilityScore,OscillatorScore,TrendQualityScore,RiskScore,TechRating,SwingLow10,SwingHigh10,RecentLow5,RecentHigh5,AvgVol20,AvgDollarVol20,Signal,TradeType,Sector,Industry,EntryPrice,StopPrice,TargetPrice,RewardRisk,PositionSize
ACGL,93.92,90,93.92,94.94,93.9,,92.55,90.7575,89.8468,0.01576410014602089,3,2,1,1,-1,0,1,3,0.21179499269895552,5.3,90.86,94.94,91.23,94.94,2071177.6,194525000.192,Avoid,Avoid,,"FIRE, MARINE & CASUALTY INSURANCE",,,,,0
AB,41.31,90,41.31,41.51,40.8,,39.846,39.7205,39.209,0.016826434277414693,3,2,2,3,-1,-1,2,2,0.15867828612926538,4.9,38.51,41.51,38.68,41.51,175818.65,7263068.4315,Avoid,Avoid,,INVESTMENT ADVICE,,,,,0
ACP,5.47,90,5.47,5.48,5.39,,5.361,5.4395,5.5948,0.01406764168190127,0,2,1,0,0,0,2,2,0.29661791590493647,4.2,5.13,5.5,5.13,5.48,680030.9,3719769.023,Avoid,Avoid,,,,,,,0
ACT,38.71,90,38.71,38.91,38.42,,38.115,37.459,36.9988,0.01753422888142597,3,2,2,1,0,0,1,3,0.12328855592870158,3.6,36.77,39.28,37.81,39.28,272760.45,10558557.0195,Avoid,Avoid,,"INSURANCE AGENTS, BROKERS & SERVICE",,,,,0
AAT,19.5,90,19.5,19.52,19.34,,19.108,19.121,19.6148,0.01893736263736263,1,2,1,1,-1,2,2,0,0.05313186813186843,0.9,18.52,19.68,18.56,19.68,404052.1,7879015.949999999,Avoid,Avoid,,REAL ESTATE INVESTMENT TRUSTS,,,,,0
AA,41.74,90,41.74,42.17,41.48,,38.004,37.677,36.434200000000004,0.04697446779382574,3,2,2,3,-1,0,2,2,0.0,0.0,35.12,42.17,35.12,42.17,5621913.4,234658665.316,Avoid,Avoid,,PRIMARY PRODUCTION OF ALUMINUM,,,,,0
AAON,93.48,90,93.48,94.16,92.07,,92.33500000000001,95.6745,97.57610000000001,0.047785164129836785,-1,-1,1,0,-1,0,0,0,0.0,-0.0,86.325,96.53,86.325,95.2024,1118998.35,104603965.75800002,Avoid,Avoid,,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,,,,,0
A,153.5,90,153.5,154.56,153.22,,149.456,148.344,141.8368,0.02869302000930665,3,2,3,0,0,0,1,0,0.0,0.0,140.24,160.27,144.47,160.27,1965561.65,301713713.275,Avoid,Avoid,,LABORATORY ANALYTICAL INSTRUMENTS,,,,,0
AAOI,26.78,90,26.78,27.29,25.56,,22.2475,25.18875,28.4877,0.09073535687613361,0,1,1,0,-1,0,2,2,0.0,0.0,18.5,27.29,18.5,27.29,5725647.85,153332849.423,Avoid,Avoid,,SEMICONDUCTORS & RELATED DEVICES,,,,,0
AAL,14.05,90,14.05,14.09,13.87,,12.943999999999999,13.0805,12.4754,0.03746059989832232,2,2,2,3,0,0,2,0,0.0,0.0,12.11,14.106,12.32,14.106,52717862.3,740685965.3149999,Avoid,Avoid,,"AIR TRANSPORTATION, SCHEDULED",,,,,0
AARD,9.98,90,9.98,10.44,9.805,,9.79,10.119,12.069600000000001,0.08459275694245633,-1,1,1,0,0,2,2,-1,0.0,0.0,8.82,11.23,8.82,10.44,150065.35,1497652.1930000002,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
AAUC,21.11,90,21.11,21.5099,19.97,,17.355,16.538999999999998,17.325,0.04888813696961495,3,2,3,3,3,0,2,0,0.0,0.0,15.62,21.5099,15.62,21.5099,564489.65,11916376.511500001,Avoid,Avoid,,,,,,,0
ABAT,3.74,90,3.74,3.82,3.6,,3.595999999999999,3.88525,4.9737,0.11058441558441559,0,1,1,0,-1,2,2,1,0.0,0.0,3.23,4.25,3.23,3.82,7820310.95,29247962.953,Avoid,Avoid,,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),,,,,0
ABBV,227.7,90,227.7,228.09,225.51,,231.554,226.28999999999996,227.53959999999998,0.027507058159232087,0,-1,1,0,-1,0,-1,1,0.0,-0.0,225.51,238.15,225.51,238.01,6524481.15,1485624357.855,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
ABCB,75.76,90,75.76,76.44,75.64,,73.508,73.31750000000001,73.41900000000001,0.026535865138029864,2,2,3,1,-1,0,2,1,0.0,0.0,69.58,77.15,72.115,77.15,429986.8,32575799.968000002,Avoid,Avoid,,STATE COMMERCIAL BANKS,,,,,0
AAP,51.88,90,51.88,53.12,50.9,,50.419,49.573499999999996,53.8502,0.04477709549509858,2,2,3,2,2,2,2,1,0.0,0.0,48.08,53.22,48.66,53.22,1595573.45,82778350.586,Avoid,Avoid,,RETAIL-AUTO & HOME SUPPLY STORES,,,,,0
AAPL,278.85,90,278.85,279.0,275.9865,,272.29,271.592,262.63939999999997,0.020709418786341867,3,2,2,3,-1,2,2,2,0.0,0.0,265.32,280.38,265.67,280.38,48149280.95,13426426992.907501,Avoid,Avoid,,ELECTRONIC COMPUTERS,,,,,0
AAMI,44.84,90,44.84,45.48,44.81,,43.594,44.1085,45.99980000000001,0.03429654645087295,-1,1,1,0,-1,2,2,1,0.0,0.0,41.47,45.885,42.16,45.885,226346.15,10149361.366,Avoid,Avoid,,INVESTMENT ADVICE,,,,,0
ABEV,2.54,90,2.54,2.56,2.53,,2.508,2.47,2.3198000000000003,0.020793025871766024,3,0,1,1,-1,2,0,2,0.0,0.0,2.42,2.5899,2.43,2.56,32336964.9,82135890.846,Avoid,Avoid,,,,,,,0
ABEO,5.07,90,5.07,5.15,5.04,,4.603,4.54,5.052,0.06903353057199212,0,2,2,0,-1,2,2,1,0.0,0.0,4.16,5.17,4.19,5.17,2749985.85,13942428.2595,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
ABCL,3.73,90,3.73,3.755,3.635,,3.604,4.0295000000000005,4.9092,0.06673496744542322,0,1,1,0,0,0,2,2,0.0,0.0,3.33,3.83,3.33,3.78,5232049.95,19515546.313500002,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
ABG,232.57,90,232.57,235.505,231.67,,223.698,225.635,236.136,0.03404093391237048,0,2,1,0,-1,0,2,1,0.0,0.0,210.67,241.97,212.74,241.97,170337.65,39615427.2605,Avoid,Avoid,,RETAIL-AUTO DEALERS & GASOLINE STATIONS,,,,,0
ABP,6.8,90,6.8,6.8,6.3915,,6.444,6.0503,6.1781,0.07255357142857143,3,1,3,0,-1,-1,1,1,0.0,0.0,5.34,7.34,6.0901,7.34,207181.175,1408831.99,Avoid,Avoid,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",,,,,0
ABL,6.63,90,6.63,6.83,6.47,,6.1579999999999995,6.016,5.8806,0.0651219133807369,3,2,1,0,-1,0,2,3,0.0,0.0,5.57,6.83,5.57,6.83,838185.1,5557167.2129999995,Avoid,Avoid,,INVESTMENT ADVICE,,,,,0
ABM,43.0,90,43.0,43.245,42.89,,41.81400000000001,42.225,44.0996,0.02150348837209303,2,2,1,0,-1,2,2,1,0.0,0.0,40.0,43.52,41.56,43.52,509174.2,21894490.6,Avoid,Avoid,,SERVICES-TO DWELLINGS & OTHER BUILDINGS,,,,,0
ABNB,116.99,90,116.99,117.79,116.4,,116.19800000000001,119.3595,122.03839999999998,0.026274284737401232,0,-1,1,0,-1,0,0,2,0.0,0.0,110.81,122.75,111.84,119.24,5715002.9,668598189.271,Avoid,Avoid,,SERVICES-TO DWELLINGS & OTHER BUILDINGS,,,,,0
ABUS,4.41,90,4.41,4.455,4.365,,4.37,4.4879999999999995,4.4456,0.0497214123744736,0,-1,1,0,-1,0,0,1,0.0,-0.0,4.08,4.69,4.16,4.455,1050557.35,4632957.913500001,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
ABVE,3.0,90,3.0,3.16,2.52,,2.259,2.6325,3.1438,0.12657380952380953,0,1,2,0,3,2,2,2,0.0,0.0,1.83,3.16,1.84,3.16,2514672.75,7544018.25,Avoid,Avoid,,,,,,,0
ABVX,124.83,90,124.83,126.97,123.85,,119.726,111.273,98.06970000000001,0.05426511484189927,3,2,3,0,-1,-1,1,3,0.0,0.0,103.0,130.25,114.06,130.25,1292467.25,161338686.8175,Avoid,Avoid,,,,,,,0
ACA,106.54,90,106.54,106.9,105.805,,102.223,101.284,96.2368,0.029274652042157207,3,2,2,3,-1,2,2,2,0.0,0.0,96.4001,108.5,99.325,108.5,255615.5,27233275.37,Avoid,Avoid,,FABRICATED STRUCTURAL METAL PRODUCTS,,,,,0
ACAD,25.04,90,25.04,25.12,24.56,,23.953,23.3345,22.337400000000002,0.037753879507074414,3,2,2,3,-1,0,2,3,0.0,0.0,22.81,25.2,22.84,25.2,1590678.7,39830594.647999994,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
ABSI,3.17,90,3.17,3.19,3.0801,,2.937,3.2622500000000003,3.5603999999999996,0.08426318161333936,0,1,1,0,-1,0,2,2,0.0,0.0,2.61,3.19,2.705,3.19,4588534.75,14545655.157499999,Avoid,Avoid,,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,,,,,0
ABT,128.9,90,128.9,129.39,128.0,,128.153,127.0805,129.5454,0.02148392995677716,2,2,1,0,-1,0,2,0,0.0,0.0,122.095,132.025,123.885,129.52,6701473.1,863819882.59,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
ABTC,4.24,62,4.24,4.44,4.2,,4.585,4.697,5.561600000000001,0.1035394204851752,0,-1,1,0,0,2,-1,2,0.0,0.0,4.07,5.3565,4.07,4.5872,3166520.7,13426047.768000001,Avoid,Avoid,,FINANCE SERVICES,,,,,0
ACDC,3.54,90,3.54,3.61,3.3645,,3.507,4.1195,4.0494,0.09301654560129136,0,-1,1,0,-1,0,0,2,0.0,0.0,3.08,4.0394,3.08,3.61,1728876.8,6120223.872,Avoid,Avoid,,"OIL & GAS FIELD SERVICES, NEC",,,,,0
ACCO,3.44,90,3.44,3.4476,3.39,,3.3649999999999998,3.4565000000000006,3.7706,0.029923172757475074,0,1,1,0,-1,2,2,1,0.0,0.0,3.2,3.518,3.2,3.46,916578.5,3153030.04,Avoid,Avoid,,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",,,,,0
ACB,4.6,90,4.6,4.6256,4.5301,,4.3660000000000005,4.476999999999999,5.0248,0.0400170807453416,0,1,1,0,-1,2,2,1,0.0,0.0,3.99,4.6256,3.99,4.6256,1042284.5,4794508.699999999,Avoid,Avoid,,,,,,,0
ACEL,10.24,90,10.24,10.3,10.09,,9.956999999999999,10.0715,10.4296,0.025726841517857143,1,2,1,0,-1,0,2,-1,0.0,0.0,9.55,10.36,9.6,10.36,348130.1,3564852.224,Avoid,Avoid,,SERVICES-AMUSEMENT & RECREATION SERVICES,,,,,0
ACI,18.33,90,18.33,18.41,18.095,,17.951999999999998,17.796,17.9782,0.020054165692463596,2,2,2,2,-1,2,2,1,0.0,0.0,17.19,18.41,17.19,18.41,9002951.6,165024102.82799998,Avoid,Avoid,,RETAIL-GROCERY STORES,,,,,0
ACIC,11.95,90,11.95,11.985,11.895,,11.701,11.869,11.774199999999999,0.024529587567244493,1,1,2,0,-1,0,2,-1,0.0,0.0,11.18,12.065,11.23,12.065,160002.9,1912034.6549999998,Avoid,Avoid,,"FIRE, MARINE & CASUALTY INSURANCE",,,,,0
ACHC,17.2,90,17.2,17.3251,16.875,,15.701999999999998,17.541999999999998,21.576000000000004,0.0511420265780731,0,1,1,0,-1,0,2,1,0.0,0.0,14.3,17.58,14.33,17.58,2707594.3,46570621.95999999,Avoid,Avoid,,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",,,,,0
ACHV,4.87,90,4.87,4.92,4.77,,4.354000000000001,4.568,4.0542,0.06873569961865653,0,-1,1,0,-1,2,0,1,0.0,0.0,3.82,4.99,3.82,4.99,687515.35,3348199.7545,Avoid,Avoid,,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,,,,,0
ACLX,72.71,90,72.71,74.0,71.805,,83.361,85.69575,84.8732,0.0701050160127316,0,-1,2,-3,-1,-2,-1,1,0.0,-0.0,71.05,93.24,71.05,92.7,924532.55,67222761.7105,Avoid,Avoid,,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",,,,,0
ACLS,82.77,90,82.77,83.36,81.6808,,79.516,81.56700000000001,85.35009999999998,0.04324902052158306,1,1,2,0,-1,0,2,1,0.0,0.0,73.6,84.26,73.6,84.26,660654.8,54682397.796000004,Avoid,Avoid,,"SPECIAL INDUSTRY MACHINERY, NEC",,,,,0
ACN,250.0,90,250.0,251.45,245.1301,,245.096,245.42649999999998,244.93899999999996,0.025129942857142852,3,2,2,1,-1,1,2,2,0.0,0.0,237.43,253.97,241.285,253.97,3520820.7,880205175.0,Avoid,Avoid,,"SERVICES-BUSINESS SERVICES, NEC",,,,,0
ACM,103.13,90,103.13,106.21,102.8,,113.15899999999999,122.527,127.76360000000001,0.04319167209208908,0,-1,2,-3,0,-2,0,2,0.0,-0.0,102.54,134.36,102.54,106.4,1423175.55,146772094.4715,Avoid,Avoid,,SERVICES-ENGINEERING SERVICES,,,,,0
ACNT,14.17,90,14.17,14.3349,14.09,,14.137,13.4165,12.784599999999998,0.03464966226434116,3,2,2,0,-1,-1,1,3,0.0,0.0,13.475,14.73,13.66,14.73,108302.35,1534644.2995,Avoid,Avoid,,CHEMICALS & ALLIED PRODUCTS,,,,,0
ACRE,5.3,90,5.3,5.3,5.2,,5.007,4.8465,4.702,0.032266846361186007,3,2,3,3,-1,0,2,3,0.0,0.0,4.71,5.3,4.7688,5.3,487195.2,2582134.56,Avoid,Avoid,,REAL ESTATE INVESTMENT TRUSTS,,,,,0
ACRS,2.83,90,2.83,2.9189,2.76,,2.603,2.4739999999999998,2.199,0.07538616860171629,3,2,2,0,-1,0,2,3,0.0,0.0,2.2501,2.9189,2.342,2.9189,1362826.25,3856798.2875,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
ACRV,2.36,90,2.36,2.41,2.33,,2.3369999999999997,2.21,1.9906,0.07816888619854719,3,2,1,0,-1,0,1,1,0.0,0.0,2.0,2.481,2.18,2.41,1278187.3,3016522.028,Avoid,Avoid,,PHARMACEUTICAL PREPARATIONS,,,,,0
